location,date,vaccine,total_vaccinations
Czechia,2021-03-16,Oxford/AstraZeneca,150858
Czechia,2021-03-16,Pfizer/BioNTech,950935
Czechia,2021-03-17,Moderna,106560
Czechia,2021-03-17,Oxford/AstraZeneca,159859
Czechia,2021-03-17,Pfizer/BioNTech,982126
Czechia,2021-03-18,Johnson&Johnson,39
Czechia,2021-03-18,Moderna,113754
Czechia,2021-03-18,Oxford/AstraZeneca,169219
Czechia,2021-03-18,Pfizer/BioNTech,1015947
Czechia,2021-03-19,Johnson&Johnson,41
Czechia,2021-03-19,Moderna,119867
Czechia,2021-03-19,Oxford/AstraZeneca,178035
Czechia,2021-03-19,Pfizer/BioNTech,1049090
Czechia,2021-03-20,Johnson&Johnson,49
Czechia,2021-03-20,Moderna,121023
Czechia,2021-03-20,Oxford/AstraZeneca,180510
Czechia,2021-03-20,Pfizer/BioNTech,1062640
Czechia,2021-03-21,Johnson&Johnson,51
Czechia,2021-03-21,Moderna,121354
Czechia,2021-03-21,Novavax,2
Czechia,2021-03-21,Oxford/AstraZeneca,181007
Czechia,2021-03-21,Pfizer/BioNTech,1070815
Czechia,2021-03-21,Sinopharm/Beijing,1
Czechia,2021-03-22,Johnson&Johnson,54
Czechia,2021-03-22,Moderna,125699
Czechia,2021-03-22,Oxford/AstraZeneca,187894
Czechia,2021-03-22,Pfizer/BioNTech,1096614
Czechia,2021-03-23,Johnson&Johnson,58
Czechia,2021-03-23,Moderna,129571
Czechia,2021-03-23,Oxford/AstraZeneca,195547
Czechia,2021-03-23,Pfizer/BioNTech,1125086
Czechia,2021-03-24,Johnson&Johnson,62
Czechia,2021-03-24,Moderna,133743
Czechia,2021-03-24,Oxford/AstraZeneca,203342
Czechia,2021-03-24,Pfizer/BioNTech,1155712
Czechia,2021-03-24,Sinopharm/Beijing,2
Czechia,2021-03-25,Johnson&Johnson,63
Czechia,2021-03-25,Moderna,137805
Czechia,2021-03-25,Oxford/AstraZeneca,210853
Czechia,2021-03-25,Pfizer/BioNTech,1188286
Czechia,2021-03-26,Johnson&Johnson,64
Czechia,2021-03-26,Moderna,140386
Czechia,2021-03-26,Oxford/AstraZeneca,216611
Czechia,2021-03-26,Pfizer/BioNTech,1222242
Czechia,2021-03-27,Johnson&Johnson,67
Czechia,2021-03-27,Moderna,141636
Czechia,2021-03-27,Oxford/AstraZeneca,217525
Czechia,2021-03-27,Pfizer/BioNTech,1233373
Czechia,2021-03-27,Sinovac,11
Czechia,2021-03-28,Moderna,143184
Czechia,2021-03-28,Oxford/AstraZeneca,217658
Czechia,2021-03-28,Pfizer/BioNTech,1241385
Czechia,2021-03-28,Sinovac,12
Czechia,2021-03-29,Johnson&Johnson,70
Czechia,2021-03-29,Moderna,149192
Czechia,2021-03-29,Oxford/AstraZeneca,221440
Czechia,2021-03-29,Pfizer/BioNTech,1271443
Czechia,2021-03-30,Johnson&Johnson,76
Czechia,2021-03-30,Moderna,158068
Czechia,2021-03-30,Oxford/AstraZeneca,226817
Czechia,2021-03-30,Pfizer/BioNTech,1304042
Czechia,2021-03-31,Johnson&Johnson,84
Czechia,2021-03-31,Moderna,169112
Czechia,2021-03-31,Oxford/AstraZeneca,231810
Czechia,2021-03-31,Pfizer/BioNTech,1338164
Czechia,2021-03-31,Sinovac,13
Czechia,2021-04-01,Johnson&Johnson,98
Czechia,2021-04-01,Moderna,179855
Czechia,2021-04-01,Oxford/AstraZeneca,236418
Czechia,2021-04-01,Pfizer/BioNTech,1380487
Czechia,2021-04-02,Johnson&Johnson,118
Czechia,2021-04-02,Moderna,182426
Czechia,2021-04-02,Oxford/AstraZeneca,237027
Czechia,2021-04-02,Pfizer/BioNTech,1397043
Czechia,2021-04-03,Johnson&Johnson,121
Czechia,2021-04-03,Moderna,184138
Czechia,2021-04-03,Oxford/AstraZeneca,237255
Czechia,2021-04-03,Pfizer/BioNTech,1409682
Czechia,2021-04-04,Johnson&Johnson,126
Czechia,2021-04-04,Moderna,185456
Czechia,2021-04-04,Oxford/AstraZeneca,237276
Czechia,2021-04-04,Pfizer/BioNTech,1419795
Czechia,2021-04-05,Johnson&Johnson,137
Czechia,2021-04-05,Moderna,186871
Czechia,2021-04-05,Oxford/AstraZeneca,237366
Czechia,2021-04-05,Pfizer/BioNTech,1427906
Czechia,2021-04-06,Johnson&Johnson,153
Czechia,2021-04-06,Moderna,195366
Czechia,2021-04-06,Oxford/AstraZeneca,240381
Czechia,2021-04-06,Pfizer/BioNTech,1461815
Czechia,2021-04-06,Sinovac,14
Czechia,2021-04-07,Johnson&Johnson,169
Czechia,2021-04-07,Moderna,203811
Czechia,2021-04-07,Oxford/AstraZeneca,248516
Czechia,2021-04-07,Pfizer/BioNTech,1490901
Czechia,2021-04-07,Sinovac,15
Czechia,2021-04-08,Johnson&Johnson,195
Czechia,2021-04-08,Moderna,210091
Czechia,2021-04-08,Oxford/AstraZeneca,259994
Czechia,2021-04-08,Pfizer/BioNTech,1542887
Czechia,2021-04-09,Johnson&Johnson,215
Czechia,2021-04-09,Moderna,217715
Czechia,2021-04-09,Oxford/AstraZeneca,271408
Czechia,2021-04-09,Pfizer/BioNTech,1593536
Czechia,2021-04-09,Sinovac,18
Czechia,2021-04-10,Johnson&Johnson,240
Czechia,2021-04-10,Moderna,219300
Czechia,2021-04-10,Oxford/AstraZeneca,274916
Czechia,2021-04-10,Pfizer/BioNTech,1619260
Czechia,2021-04-11,Johnson&Johnson,251
Czechia,2021-04-11,Moderna,220444
Czechia,2021-04-11,Oxford/AstraZeneca,275436
Czechia,2021-04-11,Pfizer/BioNTech,1637414
Czechia,2021-04-12,Johnson&Johnson,270
Czechia,2021-04-12,Moderna,229077
Czechia,2021-04-12,Oxford/AstraZeneca,284391
Czechia,2021-04-12,Pfizer/BioNTech,1683190
Czechia,2021-04-13,Moderna,239689
Czechia,2021-04-13,Oxford/AstraZeneca,293923
Czechia,2021-04-13,Pfizer/BioNTech,1725329
Czechia,2021-04-14,Moderna,250175
Czechia,2021-04-14,Oxford/AstraZeneca,304018
Czechia,2021-04-14,Pfizer/BioNTech,1770941
Czechia,2021-04-15,Moderna,259758
Czechia,2021-04-15,Oxford/AstraZeneca,313144
Czechia,2021-04-15,Pfizer/BioNTech,1825767
Czechia,2021-04-16,Moderna,269858
Czechia,2021-04-16,Oxford/AstraZeneca,319905
Czechia,2021-04-16,Pfizer/BioNTech,1879230
Czechia,2021-04-17,Moderna,272253
Czechia,2021-04-17,Novavax,3
Czechia,2021-04-17,Oxford/AstraZeneca,320539
Czechia,2021-04-17,Pfizer/BioNTech,1901941
Czechia,2021-04-18,Moderna,273155
Czechia,2021-04-18,Oxford/AstraZeneca,320702
Czechia,2021-04-18,Pfizer/BioNTech,1918858
Czechia,2021-04-18,Sinovac,19
Czechia,2021-04-19,Johnson&Johnson,271
Czechia,2021-04-19,Moderna,280089
Czechia,2021-04-19,Oxford/AstraZeneca,326325
Czechia,2021-04-19,Pfizer/BioNTech,1965659
Czechia,2021-04-20,Johnson&Johnson,273
Czechia,2021-04-20,Moderna,286988
Czechia,2021-04-20,Oxford/AstraZeneca,333106
Czechia,2021-04-20,Pfizer/BioNTech,2010401
Czechia,2021-04-20,Sinovac,20
Czechia,2021-04-21,Moderna,292444
Czechia,2021-04-21,Novavax,5
Czechia,2021-04-21,Oxford/AstraZeneca,340579
Czechia,2021-04-21,Pfizer/BioNTech,2059537
Czechia,2021-04-22,Johnson&Johnson,302
Czechia,2021-04-22,Moderna,298371
Czechia,2021-04-22,Oxford/AstraZeneca,348723
Czechia,2021-04-22,Pfizer/BioNTech,2117266
Czechia,2021-04-23,Johnson&Johnson,523
Czechia,2021-04-23,Moderna,302290
Czechia,2021-04-23,Oxford/AstraZeneca,354943
Czechia,2021-04-23,Pfizer/BioNTech,2168708
Czechia,2021-04-23,Sinovac,21
Czechia,2021-04-24,Johnson&Johnson,537
Czechia,2021-04-24,Moderna,303130
Czechia,2021-04-24,Oxford/AstraZeneca,355652
Czechia,2021-04-24,Pfizer/BioNTech,2190260
Czechia,2021-04-24,Sinovac,23
Czechia,2021-04-24,Sputnik V,2
Czechia,2021-04-25,Johnson&Johnson,553
Czechia,2021-04-25,Moderna,304596
Czechia,2021-04-25,Oxford/AstraZeneca,355852
Czechia,2021-04-25,Pfizer/BioNTech,2207259
Czechia,2021-04-26,Johnson&Johnson,1091
Czechia,2021-04-26,Moderna,308938
Czechia,2021-04-26,Novavax,6
Czechia,2021-04-26,Oxford/AstraZeneca,361492
Czechia,2021-04-26,Pfizer/BioNTech,2253324
Czechia,2021-04-26,Sinopharm/Beijing,3
Czechia,2021-04-26,Sinovac,24
Czechia,2021-04-27,Johnson&Johnson,2017
Czechia,2021-04-27,Moderna,315285
Czechia,2021-04-27,Oxford/AstraZeneca,368199
Czechia,2021-04-27,Pfizer/BioNTech,2299604
Czechia,2021-04-27,Sinovac,25
Czechia,2021-04-28,Johnson&Johnson,3462
Czechia,2021-04-28,Moderna,323721
Czechia,2021-04-28,Oxford/AstraZeneca,374914
Czechia,2021-04-28,Pfizer/BioNTech,2354311
Czechia,2021-04-28,Sinopharm/Beijing,5
Czechia,2021-04-29,Johnson&Johnson,5065
Czechia,2021-04-29,Moderna,331600
Czechia,2021-04-29,Oxford/AstraZeneca,381486
Czechia,2021-04-29,Pfizer/BioNTech,2418141
Czechia,2021-04-30,Johnson&Johnson,6524
Czechia,2021-04-30,Moderna,335425
Czechia,2021-04-30,Oxford/AstraZeneca,385427
Czechia,2021-04-30,Pfizer/BioNTech,2479718
Czechia,2021-04-30,Sinovac,27
Czechia,2021-05-01,Johnson&Johnson,6634
Czechia,2021-05-01,Moderna,336642
Czechia,2021-05-01,Oxford/AstraZeneca,385700
Czechia,2021-05-01,Pfizer/BioNTech,2500872
Czechia,2021-05-01,Sputnik V,3
Czechia,2021-05-02,Johnson&Johnson,6675
Czechia,2021-05-02,Moderna,337140
Czechia,2021-05-02,Oxford/AstraZeneca,385830
Czechia,2021-05-02,Pfizer/BioNTech,2521395
Czechia,2021-05-03,Johnson&Johnson,7800
Czechia,2021-05-03,Moderna,340159
Czechia,2021-05-03,Oxford/AstraZeneca,389069
Czechia,2021-05-03,Pfizer/BioNTech,2585179
Czechia,2021-05-04,Johnson&Johnson,9364
Czechia,2021-05-04,Moderna,347293
Czechia,2021-05-04,Oxford/AstraZeneca,393409
Czechia,2021-05-04,Pfizer/BioNTech,2645462
Czechia,2021-05-05,Johnson&Johnson,11334
Czechia,2021-05-05,Moderna,352962
Czechia,2021-05-05,Oxford/AstraZeneca,399689
Czechia,2021-05-05,Pfizer/BioNTech,2712177
Czechia,2021-05-06,Johnson&Johnson,13296
Czechia,2021-05-06,Moderna,358391
Czechia,2021-05-06,Oxford/AstraZeneca,407109
Czechia,2021-05-06,Pfizer/BioNTech,2786543
Czechia,2021-05-07,Johnson&Johnson,15214
Czechia,2021-05-07,Moderna,363303
Czechia,2021-05-07,Oxford/AstraZeneca,412943
Czechia,2021-05-07,Pfizer/BioNTech,2859379
Czechia,2021-05-08,Johnson&Johnson,15370
Czechia,2021-05-08,Moderna,364436
Czechia,2021-05-08,Oxford/AstraZeneca,413265
Czechia,2021-05-08,Pfizer/BioNTech,2888950
Czechia,2021-05-09,Johnson&Johnson,15382
Czechia,2021-05-09,Moderna,365504
Czechia,2021-05-09,Oxford/AstraZeneca,413709
Czechia,2021-05-09,Pfizer/BioNTech,2912870
Czechia,2021-05-10,Johnson&Johnson,17064
Czechia,2021-05-10,Moderna,371182
Czechia,2021-05-10,Oxford/AstraZeneca,419721
Czechia,2021-05-10,Pfizer/BioNTech,2977828
Czechia,2021-05-11,Johnson&Johnson,18886
Czechia,2021-05-11,Moderna,377504
Czechia,2021-05-11,Oxford/AstraZeneca,427345
Czechia,2021-05-11,Pfizer/BioNTech,3045176
Czechia,2021-05-12,Johnson&Johnson,20475
Czechia,2021-05-12,Moderna,385923
Czechia,2021-05-12,Oxford/AstraZeneca,434803
Czechia,2021-05-12,Pfizer/BioNTech,3115161
Czechia,2021-05-12,Sinovac,28
Czechia,2021-05-12,Sputnik V,4
Czechia,2021-05-13,Johnson&Johnson,21984
Czechia,2021-05-13,Moderna,393347
Czechia,2021-05-13,Oxford/AstraZeneca,441827
Czechia,2021-05-13,Pfizer/BioNTech,3190901
Czechia,2021-05-13,Sinopharm/Beijing,6
Czechia,2021-05-13,Sinovac,29
Czechia,2021-05-14,Johnson&Johnson,23099
Czechia,2021-05-14,Moderna,398907
Czechia,2021-05-14,Oxford/AstraZeneca,447736
Czechia,2021-05-14,Pfizer/BioNTech,3264572
Czechia,2021-05-14,Sinovac,30
Czechia,2021-05-15,Johnson&Johnson,23181
Czechia,2021-05-15,Moderna,399657
Czechia,2021-05-15,Oxford/AstraZeneca,449723
Czechia,2021-05-15,Pfizer/BioNTech,3295926
Czechia,2021-05-16,Johnson&Johnson,23195
Czechia,2021-05-16,Moderna,400368
Czechia,2021-05-16,Oxford/AstraZeneca,450531
Czechia,2021-05-16,Pfizer/BioNTech,3321479
Czechia,2021-05-16,Sputnik V,6
Czechia,2021-05-17,Johnson&Johnson,24070
Czechia,2021-05-17,Moderna,405364
Czechia,2021-05-17,Novavax,7
Czechia,2021-05-17,Oxford/AstraZeneca,455201
Czechia,2021-05-17,Pfizer/BioNTech,3389336
